species,phenotype_id,name,doi,study,scoring,source,type,growth_conditions,integration_date,number_replicates,to_term,to_name,to_definition,to_comment,to_source_acronym,to_source_name,to_source_url,eo_term,eo_name,eo_definition,eo_comment,eo_source_acronym,eo_source_name,eo_source_url,uo_term,uo_name,uo_definition,uo_comment,uo_source_acronym,uo_source_name,uo_source_url,num_values
Arabidopsis thaliana (NCBI: 3702),523,rFitness thp,10.21958/phenotype:523,Lifetime fitness in Germany and Spain under rainfall manipulation,relative lifetime fitness (# offspring including 0 when plant died) in Tuebingen high precipitation treatment and population (high density) replicate,,0,,2019-03-12T19:08:54.420000Z,0,TO:0000371,yield trait,"""A plant trait (TO:0000387) which is a harvestable product that is a plant anatomical entity (PO:0025131) or one or more constituent cellular components (GO:0005575) contained therein."" [GR:pj, TO:cooperl]",,PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,EO:0007256,field study,"""The treatment where the plants were grown under field conditions. This may involve supplemental treatments in addition to any naturally occurring conditions."" [GR:pj]",,PECO,Plant Environmental Conditions,https://bioportal.bioontology.org/ontologies/PECO,UO:0000190,ratio,"""A dimensionless unit which denotes an amount or magnitude of one quantity relative to another."" [Wikipedia:Wikipedia]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
Arabidopsis thaliana (NCBI: 3702),524,rFitness tli,10.21958/phenotype:524,Lifetime fitness in Germany and Spain under rainfall manipulation,relative lifetime fitness (# offspring including 0 when plant died) in Tuebingen low precipitation treatment and individual (low density) replicate,,0,,2019-03-12T19:08:54.421000Z,0,TO:0000371,yield trait,"""A plant trait (TO:0000387) which is a harvestable product that is a plant anatomical entity (PO:0025131) or one or more constituent cellular components (GO:0005575) contained therein."" [GR:pj, TO:cooperl]",,PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,EO:0007256,field study,"""The treatment where the plants were grown under field conditions. This may involve supplemental treatments in addition to any naturally occurring conditions."" [GR:pj]",,PECO,Plant Environmental Conditions,https://bioportal.bioontology.org/ontologies/PECO,UO:0000190,ratio,"""A dimensionless unit which denotes an amount or magnitude of one quantity relative to another."" [Wikipedia:Wikipedia]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
Arabidopsis thaliana (NCBI: 3702),525,rFitness tlp,10.21958/phenotype:525,Lifetime fitness in Germany and Spain under rainfall manipulation,relative lifetime fitness (# offspring including 0 when plant died) in Tuebingen low precipitation treatment and population (high density) replicate,,0,,2019-03-12T19:08:54.421000Z,0,TO:0000371,yield trait,"""A plant trait (TO:0000387) which is a harvestable product that is a plant anatomical entity (PO:0025131) or one or more constituent cellular components (GO:0005575) contained therein."" [GR:pj, TO:cooperl]",,PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,EO:0007256,field study,"""The treatment where the plants were grown under field conditions. This may involve supplemental treatments in addition to any naturally occurring conditions."" [GR:pj]",,PECO,Plant Environmental Conditions,https://bioportal.bioontology.org/ontologies/PECO,UO:0000190,ratio,"""A dimensionless unit which denotes an amount or magnitude of one quantity relative to another."" [Wikipedia:Wikipedia]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
Arabidopsis thaliana (NCBI: 3702),526,rSurvival fruit mhi,10.21958/phenotype:526,Lifetime fitness in Germany and Spain under rainfall manipulation,relative survival to reproduction (proportion of plants or 1/0 alive/dead) in Madrid high precipitation treatment and individual (low density) replicate,,0,,2019-03-12T19:08:54.422000Z,0,TO:0000371,yield trait,"""A plant trait (TO:0000387) which is a harvestable product that is a plant anatomical entity (PO:0025131) or one or more constituent cellular components (GO:0005575) contained therein."" [GR:pj, TO:cooperl]",,PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,EO:0007256,field study,"""The treatment where the plants were grown under field conditions. This may involve supplemental treatments in addition to any naturally occurring conditions."" [GR:pj]",,PECO,Plant Environmental Conditions,https://bioportal.bioontology.org/ontologies/PECO,UO:0000190,ratio,"""A dimensionless unit which denotes an amount or magnitude of one quantity relative to another."" [Wikipedia:Wikipedia]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
Arabidopsis thaliana (NCBI: 3702),527,rSurvival fruit mhp,10.21958/phenotype:527,Lifetime fitness in Germany and Spain under rainfall manipulation,relative survival to reproduction (proportion of plants or 1/0 alive/dead) in Madrid high precipitation treatment and population (high density) replicate,,0,,2019-03-12T19:08:54.422000Z,0,TO:0000371,yield trait,"""A plant trait (TO:0000387) which is a harvestable product that is a plant anatomical entity (PO:0025131) or one or more constituent cellular components (GO:0005575) contained therein."" [GR:pj, TO:cooperl]",,PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,EO:0007256,field study,"""The treatment where the plants were grown under field conditions. This may involve supplemental treatments in addition to any naturally occurring conditions."" [GR:pj]",,PECO,Plant Environmental Conditions,https://bioportal.bioontology.org/ontologies/PECO,UO:0000190,ratio,"""A dimensionless unit which denotes an amount or magnitude of one quantity relative to another."" [Wikipedia:Wikipedia]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
Arabidopsis thaliana (NCBI: 3702),528,rSurvival fruit mli,10.21958/phenotype:528,Lifetime fitness in Germany and Spain under rainfall manipulation,relative survival to reproduction (proportion of plants or 1/0 alive/dead) in Madrid low precipitation treatment and individual (low density) replicate,,0,,2019-03-12T19:08:54.423000Z,0,TO:0000371,yield trait,"""A plant trait (TO:0000387) which is a harvestable product that is a plant anatomical entity (PO:0025131) or one or more constituent cellular components (GO:0005575) contained therein."" [GR:pj, TO:cooperl]",,PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,EO:0007256,field study,"""The treatment where the plants were grown under field conditions. This may involve supplemental treatments in addition to any naturally occurring conditions."" [GR:pj]",,PECO,Plant Environmental Conditions,https://bioportal.bioontology.org/ontologies/PECO,UO:0000190,ratio,"""A dimensionless unit which denotes an amount or magnitude of one quantity relative to another."" [Wikipedia:Wikipedia]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
Arabidopsis thaliana (NCBI: 3702),577,clim-gs10,10.21958/phenotype:577,Lifetime fitness in Germany and Spain under rainfall manipulation,Growing season includes October (yes/no),,0,,2019-03-12T19:08:54.446000Z,0,TO:0000183,other miscellaneous trait,"""The trait instances, which either cannot be assigned any of the eight top level parent terms such as biochemical, anatomy, development quality, stature/vigor, sterility/fertility, stress and the yield or are yet to be assigned a parent."" [GR:pj]",,PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,EO:0007064,ecological environment,"""A plant treatment (EO:0001001) involving exposure to the various factors that comprise a geographical/regional location."" [GR:pj, PO:cooperl]",,PECO,Plant Environmental Conditions,https://bioportal.bioontology.org/ontologies/PECO,UO:0000186,dimensionless unit,"""A unit which is a standard measure of physical quantity consisting of only a numerical number without any units."" [Wikipedia:Wikipedia]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
Arabidopsis thaliana (NCBI: 3702),532,rSurvival fruit tli,10.21958/phenotype:532,Lifetime fitness in Germany and Spain under rainfall manipulation,relative survival to reproduction (proportion of plants or 1/0 alive/dead) in Tuebingen low precipitation treatment and individual (low density) replicate,,0,,2019-03-12T19:08:54.425000Z,0,TO:0000371,yield trait,"""A plant trait (TO:0000387) which is a harvestable product that is a plant anatomical entity (PO:0025131) or one or more constituent cellular components (GO:0005575) contained therein."" [GR:pj, TO:cooperl]",,PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,EO:0007256,field study,"""The treatment where the plants were grown under field conditions. This may involve supplemental treatments in addition to any naturally occurring conditions."" [GR:pj]",,PECO,Plant Environmental Conditions,https://bioportal.bioontology.org/ontologies/PECO,UO:0000190,ratio,"""A dimensionless unit which denotes an amount or magnitude of one quantity relative to another."" [Wikipedia:Wikipedia]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
Arabidopsis thaliana (NCBI: 3702),533,rSurvival fruit tlp,10.21958/phenotype:533,Lifetime fitness in Germany and Spain under rainfall manipulation,relative survival to reproduction (proportion of plants or 1/0 alive/dead) in Tuebingen low precipitation treatment and population (high density) replicate,,0,,2019-03-12T19:08:54.425000Z,0,TO:0000371,yield trait,"""A plant trait (TO:0000387) which is a harvestable product that is a plant anatomical entity (PO:0025131) or one or more constituent cellular components (GO:0005575) contained therein."" [GR:pj, TO:cooperl]",,PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,EO:0007256,field study,"""The treatment where the plants were grown under field conditions. This may involve supplemental treatments in addition to any naturally occurring conditions."" [GR:pj]",,PECO,Plant Environmental Conditions,https://bioportal.bioontology.org/ontologies/PECO,UO:0000190,ratio,"""A dimensionless unit which denotes an amount or magnitude of one quantity relative to another."" [Wikipedia:Wikipedia]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
Arabidopsis thaliana (NCBI: 3702),534,rSeeds mhi,10.21958/phenotype:534,Lifetime fitness in Germany and Spain under rainfall manipulation,"relative seed production (# offspring, excluding plants that died) in Madrid high precipitation treatment and individual (low density) replicate",,0,,2019-03-12T19:08:54.425000Z,0,TO:0000371,yield trait,"""A plant trait (TO:0000387) which is a harvestable product that is a plant anatomical entity (PO:0025131) or one or more constituent cellular components (GO:0005575) contained therein."" [GR:pj, TO:cooperl]",,PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,EO:0007256,field study,"""The treatment where the plants were grown under field conditions. This may involve supplemental treatments in addition to any naturally occurring conditions."" [GR:pj]",,PECO,Plant Environmental Conditions,https://bioportal.bioontology.org/ontologies/PECO,UO:0000190,ratio,"""A dimensionless unit which denotes an amount or magnitude of one quantity relative to another."" [Wikipedia:Wikipedia]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
Arabidopsis thaliana (NCBI: 3702),535,rSeeds mhp,10.21958/phenotype:535,Lifetime fitness in Germany and Spain under rainfall manipulation,"relative seed production (# offspring, excluding plants that died) in Madrid high precipitation treatment and population (high density) replicate",,0,,2019-03-12T19:08:54.426000Z,0,TO:0000371,yield trait,"""A plant trait (TO:0000387) which is a harvestable product that is a plant anatomical entity (PO:0025131) or one or more constituent cellular components (GO:0005575) contained therein."" [GR:pj, TO:cooperl]",,PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,EO:0007256,field study,"""The treatment where the plants were grown under field conditions. This may involve supplemental treatments in addition to any naturally occurring conditions."" [GR:pj]",,PECO,Plant Environmental Conditions,https://bioportal.bioontology.org/ontologies/PECO,UO:0000190,ratio,"""A dimensionless unit which denotes an amount or magnitude of one quantity relative to another."" [Wikipedia:Wikipedia]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
Arabidopsis thaliana (NCBI: 3702),536,rSeeds mli,10.21958/phenotype:536,Lifetime fitness in Germany and Spain under rainfall manipulation,"relative seed production (# offspring, excluding plants that died) in Madrid low precipitation treatment and individual (low density) replicate",,0,,2019-03-12T19:08:54.426000Z,0,TO:0000371,yield trait,"""A plant trait (TO:0000387) which is a harvestable product that is a plant anatomical entity (PO:0025131) or one or more constituent cellular components (GO:0005575) contained therein."" [GR:pj, TO:cooperl]",,PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,EO:0007256,field study,"""The treatment where the plants were grown under field conditions. This may involve supplemental treatments in addition to any naturally occurring conditions."" [GR:pj]",,PECO,Plant Environmental Conditions,https://bioportal.bioontology.org/ontologies/PECO,UO:0000190,ratio,"""A dimensionless unit which denotes an amount or magnitude of one quantity relative to another."" [Wikipedia:Wikipedia]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
Arabidopsis thaliana (NCBI: 3702),537,rSeeds mlp,10.21958/phenotype:537,Lifetime fitness in Germany and Spain under rainfall manipulation,"relative seed production (# offspring, excluding plants that died) in Madrid low precipitation treatment and population (high density) replicate",,0,,2019-03-12T19:08:54.427000Z,0,TO:0000371,yield trait,"""A plant trait (TO:0000387) which is a harvestable product that is a plant anatomical entity (PO:0025131) or one or more constituent cellular components (GO:0005575) contained therein."" [GR:pj, TO:cooperl]",,PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,EO:0007256,field study,"""The treatment where the plants were grown under field conditions. This may involve supplemental treatments in addition to any naturally occurring conditions."" [GR:pj]",,PECO,Plant Environmental Conditions,https://bioportal.bioontology.org/ontologies/PECO,UO:0000190,ratio,"""A dimensionless unit which denotes an amount or magnitude of one quantity relative to another."" [Wikipedia:Wikipedia]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
Arabidopsis thaliana (NCBI: 3702),538,rSeeds thi,10.21958/phenotype:538,Lifetime fitness in Germany and Spain under rainfall manipulation,"relative seed production (# offspring, excluding plants that died) in Tuebingen high precipitation treatment and individual (low density) replicate",,0,,2019-03-12T19:08:54.427000Z,0,TO:0000371,yield trait,"""A plant trait (TO:0000387) which is a harvestable product that is a plant anatomical entity (PO:0025131) or one or more constituent cellular components (GO:0005575) contained therein."" [GR:pj, TO:cooperl]",,PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,EO:0007256,field study,"""The treatment where the plants were grown under field conditions. This may involve supplemental treatments in addition to any naturally occurring conditions."" [GR:pj]",,PECO,Plant Environmental Conditions,https://bioportal.bioontology.org/ontologies/PECO,UO:0000190,ratio,"""A dimensionless unit which denotes an amount or magnitude of one quantity relative to another."" [Wikipedia:Wikipedia]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
Arabidopsis thaliana (NCBI: 3702),539,rSeeds thp,10.21958/phenotype:539,Lifetime fitness in Germany and Spain under rainfall manipulation,"relative seed production (# offspring, excluding plants that died) in Tuebingen high precipitation treatment and population (high density) replicate",,0,,2019-03-12T19:08:54.428000Z,0,TO:0000371,yield trait,"""A plant trait (TO:0000387) which is a harvestable product that is a plant anatomical entity (PO:0025131) or one or more constituent cellular components (GO:0005575) contained therein."" [GR:pj, TO:cooperl]",,PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,EO:0007256,field study,"""The treatment where the plants were grown under field conditions. This may involve supplemental treatments in addition to any naturally occurring conditions."" [GR:pj]",,PECO,Plant Environmental Conditions,https://bioportal.bioontology.org/ontologies/PECO,UO:0000190,ratio,"""A dimensionless unit which denotes an amount or magnitude of one quantity relative to another."" [Wikipedia:Wikipedia]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
Arabidopsis thaliana (NCBI: 3702),540,rSeeds tli,10.21958/phenotype:540,Lifetime fitness in Germany and Spain under rainfall manipulation,"relative seed production (# offspring, excluding plants that died) in Tuebingen low precipitation treatment and individual (low density) replicate",,0,,2019-03-12T19:08:54.428000Z,0,TO:0000371,yield trait,"""A plant trait (TO:0000387) which is a harvestable product that is a plant anatomical entity (PO:0025131) or one or more constituent cellular components (GO:0005575) contained therein."" [GR:pj, TO:cooperl]",,PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,EO:0007256,field study,"""The treatment where the plants were grown under field conditions. This may involve supplemental treatments in addition to any naturally occurring conditions."" [GR:pj]",,PECO,Plant Environmental Conditions,https://bioportal.bioontology.org/ontologies/PECO,UO:0000190,ratio,"""A dimensionless unit which denotes an amount or magnitude of one quantity relative to another."" [Wikipedia:Wikipedia]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
Arabidopsis thaliana (NCBI: 3702),541,rSeeds tlp,10.21958/phenotype:541,Lifetime fitness in Germany and Spain under rainfall manipulation,"relative seed production (# offspring, excluding plants that died) in Tuebingen low precipitation treatment and population (high density) replicate",,0,,2019-03-12T19:08:54.429000Z,0,TO:0000371,yield trait,"""A plant trait (TO:0000387) which is a harvestable product that is a plant anatomical entity (PO:0025131) or one or more constituent cellular components (GO:0005575) contained therein."" [GR:pj, TO:cooperl]",,PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,EO:0007256,field study,"""The treatment where the plants were grown under field conditions. This may involve supplemental treatments in addition to any naturally occurring conditions."" [GR:pj]",,PECO,Plant Environmental Conditions,https://bioportal.bioontology.org/ontologies/PECO,UO:0000190,ratio,"""A dimensionless unit which denotes an amount or magnitude of one quantity relative to another."" [Wikipedia:Wikipedia]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
Arabidopsis thaliana (NCBI: 3702),542,clim-aet1,10.21958/phenotype:542,Lifetime fitness in Germany and Spain under rainfall manipulation,Actual evapotranspiration of January (mm),,0,,2019-03-12T19:08:54.429000Z,0,TO:0000183,other miscellaneous trait,"""The trait instances, which either cannot be assigned any of the eight top level parent terms such as biochemical, anatomy, development quality, stature/vigor, sterility/fertility, stress and the yield or are yet to be assigned a parent."" [GR:pj]",,PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,EO:0007064,ecological environment,"""A plant treatment (EO:0001001) involving exposure to the various factors that comprise a geographical/regional location."" [GR:pj, PO:cooperl]",,PECO,Plant Environmental Conditions,https://bioportal.bioontology.org/ontologies/PECO,UO:0000270,volumetric flow rate unit,"""A unit which is a standard measure of the volume of fluid which passes through a given surface per unit time ."" [Wikipedia:Wikipedia]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
