species,phenotype_id,name,doi,study,scoring,source,type,growth_conditions,integration_date,number_replicates,to_term,to_name,to_definition,to_comment,to_source_acronym,to_source_name,to_source_url,eo_term,eo_name,eo_definition,eo_comment,eo_source_acronym,eo_source_name,eo_source_url,uo_term,uo_name,uo_definition,uo_comment,uo_source_acronym,uo_source_name,uo_source_url,num_values
Arabidopsis thaliana (NCBI: 3702),11,2W,10.21958/phenotype:11,"Atwell et. al, Nature 2010",Number of days required for the bolt height to reach 5cm,,,,2016-06-27T14:14:00.761000Z,0,TO:0000344,days to flowering trait,"""A flowering time trait (TO:0002616)which is the number of days required for an individual flower (PO:0009046), a whole plant (PO:0000003) or a plant population to reach flowering stage (PO:0007616) from a predetermined time point (e.g. the date of seed sowing, seedling transplant, or seedling emergence)."" [GR:pj, TO:cooperl]","Often determinded by either pollen shedding, exsertion of the anthers or simply opening of the flower.",PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,EO:0007269,growth chamber study,"""The treatment involving study type in which plants were grown in growth chambers."" [GR:pj]",,PECO,Plant Environmental Conditions,https://bioportal.bioontology.org/ontologies/PECO,UO:0000033,day,"""A time unit which is equal to 24 hours."" [Wikipedia:Wikipedia]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
Arabidopsis thaliana (NCBI: 3702),12,Rosette Erect 22,10.21958/phenotype:12,"Atwell et. al, Nature 2010","(22°C was the only temperature at which this phenotype was frequently observed). Results were expressed as binary data, determined by the central rosette being erect (1) or not (0) in all 4 plants / accession phenotyped at 5 weeks post germination",,,,2016-06-27T14:14:00.765000Z,0,TO:0006064,rolled leaf,"""Leaf lamina rolled into a tube like structure."" [GR:Karthik]",,PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,EO:0007269,growth chamber study,"""The treatment involving study type in which plants were grown in growth chambers."" [GR:pj]",,PECO,Plant Environmental Conditions,https://bioportal.bioontology.org/ontologies/PECO,UO:0000186,dimensionless unit,"""A unit which is a standard measure of physical quantity consisting of only a numerical number without any units."" [Wikipedia:Wikipedia]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
Arabidopsis thaliana (NCBI: 3702),13,Cd114,10.21958/phenotype:13,"Atwell et. al, Nature 2010","Cadmium concentrations in leaves, grown in soil. Elemental analysis was performed with an ICP-MS (PerkinElmer). Sample normalized to calculated weights as described in Baxter et al., 2008",,,,2016-06-27T14:14:00.770000Z,0,TO:0006059,cadmium concentration,"""A mineral and ion content related trait (TO:0000465) which is the concentration of cadmium (CHEBI:22978) in some plant structure (PO:0009011).\n."" [GR:Karthik]",,PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,EO:0007269,growth chamber study,"""The treatment involving study type in which plants were grown in growth chambers."" [GR:pj]",,PECO,Plant Environmental Conditions,https://bioportal.bioontology.org/ontologies/PECO,UO:0000051,concentration unit,"""A unit which represents a standard measurement of how much of a given substance there is mixed with another substance."" [UOC:GVG]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
Arabidopsis thaliana (NCBI: 3702),14,Width 16,10.21958/phenotype:14,"Atwell et. al, Nature 2010",The diameters of 4 plants of each accession were measured and the results were expressed as an average value across all available replicates.Plants were scored 5 weeks post germination,,,,2016-06-27T14:14:00.775000Z,0,TO:0006062,plant width,"""The average width of a plant measured across an axis such as the main stem/stalk."" [GR:pj]",,PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,EO:0007269,growth chamber study,"""The treatment involving study type in which plants were grown in growth chambers."" [GR:pj]",,PECO,Plant Environmental Conditions,https://bioportal.bioontology.org/ontologies/PECO,UO:0000015,centimeter,"""A length unit which is equal to one hundredth of a meter or 10^[-2] m."" [NIST:NIST]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
Arabidopsis thaliana (NCBI: 3702),15,Storage 28 days,10.21958/phenotype:15,"Atwell et. al, Nature 2010",Primary dormancy was measured as the progressive increase of germination rate measured after 28 days of dry storage,,,,2016-06-27T14:14:00.780000Z,0,TO:0000253,seed dormancy,,,PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,EO:0007269,growth chamber study,"""The treatment involving study type in which plants were grown in growth chambers."" [GR:pj]",,PECO,Plant Environmental Conditions,https://bioportal.bioontology.org/ontologies/PECO,UO:0000187,percent,"""A dimensionless ratio unit which denotes numbers as fractions of 100."" [Wikipedia:Wikipedia]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
Arabidopsis thaliana (NCBI: 3702),16,LY ,10.21958/phenotype:16,"Atwell et. al, Nature 2010",Presence of lesioning and yellowing.,,,,2016-06-27T14:14:00.786000Z,0,TO:0000652,leaf necrosis,"""A leaf morphology trait (TO:0000748) which is the leaf surface area affected by abiotic stresses like insecticides and cold temperature as evidenced by chlorotic and/or necrotic tissue."" [GR:pj, TO:cooperl]","If you are annotating to this term, please add an additional annotation to vascular leaf morphology (TO:0000419) or non-vascular leaf morphology trait (TO:0000925), depending on the species.",PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,EO:0007269,growth chamber study,"""The treatment involving study type in which plants were grown in growth chambers."" [GR:pj]",,PECO,Plant Environmental Conditions,https://bioportal.bioontology.org/ontologies/PECO,UO:0000186,dimensionless unit,"""A unit which is a standard measure of physical quantity consisting of only a numerical number without any units."" [Wikipedia:Wikipedia]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
Arabidopsis thaliana (NCBI: 3702),17,avrRpm1,10.21958/phenotype:17,"Atwell et. al, Nature 2010","Following inoculation of two leaves per plant with 0.1 ml of 10 -8 cfu/ml bacteria in 10 mM MgSO4 buffer using a blunt-tipped syringe, leaf collapse was scored at 20 hrs and again at 24 hrs after inoculation. A positive score at either time point was deemed a hypersensitive response",,,,2016-06-27T14:14:00.791000Z,0,TO:0000315,bacterial disease resistance,"""The resistance exhibited by a plant or a group of plants (population) in response to the disease caused by a bacterial pathogen infection as compared to the susceptible and/or the reference plants of the same species."" [GR:pj]",It represents the damage done by the diease and/or the pathogen to the plant. The damage is a direct measure of resistance to the particular bacterial strain causing the disease.,PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,EO:0007269,growth chamber study,"""The treatment involving study type in which plants were grown in growth chambers."" [GR:pj]",,PECO,Plant Environmental Conditions,https://bioportal.bioontology.org/ontologies/PECO,UO:0000186,dimensionless unit,"""A unit which is a standard measure of physical quantity consisting of only a numerical number without any units."" [Wikipedia:Wikipedia]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
Arabidopsis thaliana (NCBI: 3702),18,Width 10,10.21958/phenotype:18,"Atwell et. al, Nature 2010",The diameters of 4 plants of each accession were measured and the results were expressed as an average value across all available replicates.Plants were scored 8 weeks post germination,,,,2016-06-27T14:14:00.796000Z,0,TO:0006062,plant width,"""The average width of a plant measured across an axis such as the main stem/stalk."" [GR:pj]",,PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,EO:0007269,growth chamber study,"""The treatment involving study type in which plants were grown in growth chambers."" [GR:pj]",,PECO,Plant Environmental Conditions,https://bioportal.bioontology.org/ontologies/PECO,UO:0000015,centimeter,"""A length unit which is equal to one hundredth of a meter or 10^[-2] m."" [NIST:NIST]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
Arabidopsis thaliana (NCBI: 3702),19,Chlorosis 22,10.21958/phenotype:19,"Atwell et. al, Nature 2010","Results expressed as binary data, determined by the presence (1) or absence (0) of chlorosis in all 4 plants / accession after 5wks of growth",,,,2016-06-27T14:14:00.800000Z,0,TO:0006060,leaf chlorosis,"""A leaf color trait (TO:0006060) describing the yellowing of leaves, due to insufficient production of chlorophyll."" [GR:Karthik, TO:moorel]",Leaf surface affected by abiotic stresses like insecticides and cold temperature as evidenced by chlorotic tissue.,PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,EO:0007269,growth chamber study,"""The treatment involving study type in which plants were grown in growth chambers."" [GR:pj]",,PECO,Plant Environmental Conditions,https://bioportal.bioontology.org/ontologies/PECO,UO:0000186,dimensionless unit,"""A unit which is a standard measure of physical quantity consisting of only a numerical number without any units."" [Wikipedia:Wikipedia]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
Arabidopsis thaliana (NCBI: 3702),20,Storage 7 days,10.21958/phenotype:20,"Atwell et. al, Nature 2010",Primary dormancy was measured as the progressive increase of germination rate measured after 7 days of dry storage,,,,2016-06-27T14:14:00.805000Z,0,TO:0000253,seed dormancy,,,PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,EO:0007269,growth chamber study,"""The treatment involving study type in which plants were grown in growth chambers."" [GR:pj]",,PECO,Plant Environmental Conditions,https://bioportal.bioontology.org/ontologies/PECO,UO:0000187,percent,"""A dimensionless ratio unit which denotes numbers as fractions of 100."" [Wikipedia:Wikipedia]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
Arabidopsis thaliana (NCBI: 3702),21,As2 CFU2,10.21958/phenotype:21,"Atwell et. al, Nature 2010",,,,,2016-06-27T14:14:00.810000Z,0,TO:0000315,bacterial disease resistance,"""The resistance exhibited by a plant or a group of plants (population) in response to the disease caused by a bacterial pathogen infection as compared to the susceptible and/or the reference plants of the same species."" [GR:pj]",It represents the damage done by the diease and/or the pathogen to the plant. The damage is a direct measure of resistance to the particular bacterial strain causing the disease.,PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,EO:0007269,growth chamber study,"""The treatment involving study type in which plants were grown in growth chambers."" [GR:pj]",,PECO,Plant Environmental Conditions,https://bioportal.bioontology.org/ontologies/PECO,UO:0000210,colony forming unit,"""A dimensionless count unit which a measure of viable bacterial numbers."" [Wikipedia:Wikipedia]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
Arabidopsis thaliana (NCBI: 3702),22,Co59,10.21958/phenotype:22,"Atwell et. al, Nature 2010","Cobalt concentrations in leaves, grown in soil. Elemental analysis was performed with an ICP-MS (PerkinElmer). Sample normalized to calculated weights as described in Baxter et al., 2008",,,,2016-06-27T14:14:01.077000Z,0,TO:0006050,cobalt concentration,"""A mineral and ion content related trait (TO:0000465) which is the concentration of cobalt (CHEBI:33888) in some plant structure (PO:0009011)."" [GR:Karthik]",,PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,EO:0007269,growth chamber study,"""The treatment involving study type in which plants were grown in growth chambers."" [GR:pj]",,PECO,Plant Environmental Conditions,https://bioportal.bioontology.org/ontologies/PECO,UO:0000051,concentration unit,"""A unit which represents a standard measurement of how much of a given substance there is mixed with another substance."" [UOC:GVG]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
Arabidopsis thaliana (NCBI: 3702),23,FW ,10.21958/phenotype:23,"Atwell et. al, Nature 2010",Lesioning measured by fresh weight,,,,2016-06-27T14:14:01.082000Z,0,TO:0000652,leaf necrosis,"""A leaf morphology trait (TO:0000748) which is the leaf surface area affected by abiotic stresses like insecticides and cold temperature as evidenced by chlorotic and/or necrotic tissue."" [GR:pj, TO:cooperl]","If you are annotating to this term, please add an additional annotation to vascular leaf morphology (TO:0000419) or non-vascular leaf morphology trait (TO:0000925), depending on the species.",PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,EO:0007269,growth chamber study,"""The treatment involving study type in which plants were grown in growth chambers."" [GR:pj]",,PECO,Plant Environmental Conditions,https://bioportal.bioontology.org/ontologies/PECO,UO:0000021,gram,"""A mass unit which is equal to one thousandth of a kilogram or 10^[-3] kg."" [NIST:NIST]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
Arabidopsis thaliana (NCBI: 3702),24,Cu65,10.21958/phenotype:24,"Atwell et. al, Nature 2010","Copper concentrations in leaves, grown in soil. Elemental analysis was performed with an ICP-MS (PerkinElmer). Sample normalized to calculated weights as described in Baxter et al., 2008",,,,2016-06-27T14:14:01.086000Z,0,TO:0006052,copper concentration,"""A copper content (TO:0020092) which is the concentration of copper (CHEBI:23377) in some plant structure (PO:0009011)"" [GR:Karthik]",,PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,EO:0007269,growth chamber study,"""The treatment involving study type in which plants were grown in growth chambers."" [GR:pj]",,PECO,Plant Environmental Conditions,https://bioportal.bioontology.org/ontologies/PECO,UO:0000051,concentration unit,"""A unit which represents a standard measurement of how much of a given substance there is mixed with another substance."" [UOC:GVG]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
Arabidopsis thaliana (NCBI: 3702),25,Bacterial titer,10.21958/phenotype:25,"Atwell et. al, Nature 2010","Following inoculation into leaf  tissues, the titers of bacteria were measured at 0 and 4 days. Bacterial titres were measured from hole-punched leaf disks ground in 200&mu;L of 10 mM MgSO4. Measurements were expressed as colony forming units per unit area and replicated in triplicate.",,,,2016-06-27T14:14:01.091000Z,0,TO:0000315,bacterial disease resistance,"""The resistance exhibited by a plant or a group of plants (population) in response to the disease caused by a bacterial pathogen infection as compared to the susceptible and/or the reference plants of the same species."" [GR:pj]",It represents the damage done by the diease and/or the pathogen to the plant. The damage is a direct measure of resistance to the particular bacterial strain causing the disease.,PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,EO:0007269,growth chamber study,"""The treatment involving study type in which plants were grown in growth chambers."" [GR:pj]",,PECO,Plant Environmental Conditions,https://bioportal.bioontology.org/ontologies/PECO,UO:0000210,colony forming unit,"""A dimensionless count unit which a measure of viable bacterial numbers."" [Wikipedia:Wikipedia]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
Arabidopsis thaliana (NCBI: 3702),26,Width 22,10.21958/phenotype:26,"Atwell et. al, Nature 2010",The diameters of 4 plants of each accession were measured and the results were expressed as an average value across all available replicates.Plants were scored 5 weeks post germination,,,,2016-06-27T14:14:01.096000Z,0,TO:0006062,plant width,"""The average width of a plant measured across an axis such as the main stem/stalk."" [GR:pj]",,PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,EO:0007269,growth chamber study,"""The treatment involving study type in which plants were grown in growth chambers."" [GR:pj]",,PECO,Plant Environmental Conditions,https://bioportal.bioontology.org/ontologies/PECO,UO:0000015,centimeter,"""A length unit which is equal to one hundredth of a meter or 10^[-2] m."" [NIST:NIST]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
Arabidopsis thaliana (NCBI: 3702),27,Storage 56 days,10.21958/phenotype:27,"Atwell et. al, Nature 2010",Primary dormancy was measured as the progressive increase of germination rate measured after 56 days of dry storage,,,,2016-06-27T14:14:01.100000Z,0,TO:0000253,seed dormancy,,,PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,EO:0007269,growth chamber study,"""The treatment involving study type in which plants were grown in growth chambers."" [GR:pj]",,PECO,Plant Environmental Conditions,https://bioportal.bioontology.org/ontologies/PECO,UO:0000187,percent,"""A dimensionless ratio unit which denotes numbers as fractions of 100."" [Wikipedia:Wikipedia]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
Arabidopsis thaliana (NCBI: 3702),28,YEL ,10.21958/phenotype:28,"Atwell et. al, Nature 2010","Yellowing is a precocious,more diffused leaf chlorosis.Accessions were divided in three subgroups (mild, intermediate and severe) according to the severity of the yellowing.",,,,2016-06-27T14:14:01.105000Z,0,TO:0006060,leaf chlorosis,"""A leaf color trait (TO:0006060) describing the yellowing of leaves, due to insufficient production of chlorophyll."" [GR:Karthik, TO:moorel]",Leaf surface affected by abiotic stresses like insecticides and cold temperature as evidenced by chlorotic tissue.,PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,EO:0007269,growth chamber study,"""The treatment involving study type in which plants were grown in growth chambers."" [GR:pj]",,PECO,Plant Environmental Conditions,https://bioportal.bioontology.org/ontologies/PECO,UO:0000186,dimensionless unit,"""A unit which is a standard measure of physical quantity consisting of only a numerical number without any units."" [Wikipedia:Wikipedia]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
Arabidopsis thaliana (NCBI: 3702),29,FLC,10.21958/phenotype:29,"Atwell et. al, Nature 2010",RNA was extracted from leaves after 4 wks of growth. FLC gene expression levels were determined by Northern hybridization quantified relative to $Beta;-TUBULIN expression,,,,2016-06-27T14:14:01.427000Z,0,TO:0002616,flowering time trait,"""A plant phenological trait (TO:0000933) which is a quality of the timing of anthesis (flowering stage; PO:0007616)."" [GR:pj, TO:cooperl]","Often influenced by the environment that includes, day light, temperature and geographic location.",PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,EO:0007269,growth chamber study,"""The treatment involving study type in which plants were grown in growth chambers."" [GR:pj]",,PECO,Plant Environmental Conditions,https://bioportal.bioontology.org/ontologies/PECO,UO:0000190,ratio,"""A dimensionless unit which denotes an amount or magnitude of one quantity relative to another."" [Wikipedia:Wikipedia]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
Arabidopsis thaliana (NCBI: 3702),30,FT16,10.21958/phenotype:30,"Atwell et. al, Nature 2010","Plants were checked bi-weekly for presence of first buds, and the average flowering time of 4 plants of the same accession were collected",,,,2016-06-27T14:14:01.431000Z,0,TO:0000344,days to flowering trait,"""A flowering time trait (TO:0002616)which is the number of days required for an individual flower (PO:0009046), a whole plant (PO:0000003) or a plant population to reach flowering stage (PO:0007616) from a predetermined time point (e.g. the date of seed sowing, seedling transplant, or seedling emergence)."" [GR:pj, TO:cooperl]","Often determinded by either pollen shedding, exsertion of the anthers or simply opening of the flower.",PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,EO:0007269,growth chamber study,"""The treatment involving study type in which plants were grown in growth chambers."" [GR:pj]",,PECO,Plant Environmental Conditions,https://bioportal.bioontology.org/ontologies/PECO,UO:0000033,day,"""A time unit which is equal to 24 hours."" [Wikipedia:Wikipedia]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
